Open_time,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Ignore,label
2024-02-25 14:00:00,51636.60,51940.90,51590.60,51673.5,4440.727,1708873199999,229832762.32670,6722,2162.533,112145671.87830,0,1
2024-02-25 15:00:00,51651.00,51940.00,51550.00,51593.0,5308.287,1708876799999,274571672.25020,3660,2604.431,135017483.31590,0,1
2024-02-25 16:00:00,51600.10,51949.90,51505.10,51510.0,4220.908,1708880399999,218369887.42280,11572,2089.184,108433127.66770,0,1
2024-02-25 17:00:00,51510.40,52000.00,51500.90,51565.9,4500.219,1708883999999,232648022.68770,13158,2210.266,114652001.29180,0,1
2024-02-25 18:00:00,51754.70,52000.00,51455.10,51496.2,4624.608,1708887599999,239063739.81830,8634,2106.951,109329668.42310,0,1
2024-02-25 19:00:00,51768.00,51999.90,51496.10,51864.7,4360.195,1708891199999,225601656.12690,3294,2279.892,118211679.69100,0,1
2024-02-25 20:00:00,51800.40,51995.30,51650.00,51650.0,4629.196,1708894799999,239881663.79230,2255,2300.164,119374725.83170,0,1
2024-02-25 21:00:00,51699.80,51909.40,51537.30,51537.3,4232.345,1708898399999,218867390.49110,2050,2017.937,104519830.72450,0,1
2024-02-25 22:00:00,51537.30,51905.00,51500.00,51905.0,4474.147,1708901999999,231561139.02980,1666,2243.757,116401742.73500,0,1
2024-02-25 23:00:00,51503.20,51905.00,51503.10,51599.3,3578.817,1708905599999,185095737.39940,2945,1772.966,91850300.22890,0,1
2024-02-26 00:00:00,51667.30,51886.00,51500.00,51840.3,3922.47,1708909199999,202735266.50720,4552,1960.589,101556127.48080,0,1
2024-02-26 01:00:00,51501.10,51886.00,51422.00,51425.0,4082.274,1708912799999,210743080.79220,4217,2029.774,105012137.72110,0,1
2024-02-26 02:00:00,51425.00,51868.00,51264.00,51477.8,5089.738,1708916399999,262505454.08080,4392,2551.597,131953352.26500,0,1
2024-02-26 03:00:00,51323.40,51826.60,51323.40,51400.1,4797.155,1708919999999,247244038.36310,4255,2421.231,125053370.42290,0,1
2024-02-26 04:00:00,51400.10,51800.00,51400.00,51469.9,3721.994,1708923599999,191915125.03550,3516,1829.338,94503167.27030,0,1
2024-02-26 05:00:00,51470.00,51909.50,51450.00,51664.7,4143.779,1708927199999,214028733.45560,3675,2065.395,107015320.91190,0,1
2024-02-26 06:00:00,51510.10,51909.50,51450.00,51463.9,3738.339,1708930799999,192945941.39280,2949,1801.386,93183636.39920,0,1
2024-02-26 07:00:00,51785.10,51989.90,51450.00,51849.0,6848.79,1708934399999,354552475.37310,1927,3094.181,160469770.93090,0,1
2024-02-26 08:00:00,51686.80,51900.00,51450.80,51612.3,3741.271,1708937999999,193178282.15370,1617,1788.856,92670693.01000,0,1
2024-02-26 09:00:00,51789.00,51848.90,51451.10,51454.3,4515.761,1708941599999,233128932.98400,1723,2085.756,108073668.49480,0,1
2024-02-26 10:00:00,51463.00,51799.90,51451.20,51695.0,4386.305,1708945199999,226364486.19810,1513,2240.183,115876288.88600,0,1
2024-02-26 11:00:00,51695.00,51849.00,51300.00,51475.3,4760.949,1708948799999,245550276.80340,1767,2162.479,111871080.07550,0,1
2024-02-26 12:00:00,51535.40,51949.40,51475.30,51710.0,4215.36,1708952399999,217987774.19260,4468,2005.527,103974697.99330,0,1
2024-02-26 13:00:00,51710.00,51980.00,51549.00,51549.0,3918.356,1708955999999,202965126.97470,3785,1923.372,99812304.97790,0,1
2024-02-26 14:00:00,51830.00,51850.00,51300.00,51578.5,4320.801,1708959599999,222455575.04630,1765,1836.881,94746975.08610,0,1
2024-02-26 15:00:00,51578.50,52782.80,51454.90,52548.0,9307.488,1708963199999,484466142.17950,2457,5467.826,285586645.19620,0,1
2024-02-26 16:00:00,52222.00,53800.00,52135.10,52820.1,7589.229,1708966799999,402241772.65580,2599,4873.110,258827640.89140,0,1
2024-02-26 17:00:00,53200.00,53599.00,52810.10,53569.0,7180.478,1708970399999,382392451.89790,1518,4601.401,245491949.33940,0,1
2024-02-26 18:00:00,53569.00,53599.00,53330.00,53590.0,4800.542,1708973999999,256880069.52740,1066,2730.539,146210821.57370,0,1
2024-02-26 19:00:00,53590.00,55953.90,53538.40,54850.0,10715.16,1708977599999,585774341.40400,2373,7948.653,435016617.67900,0,1
2024-02-26 20:00:00,54850.00,55539.70,54621.10,54633.0,4922.749,1708981199999,270854546.46210,1693,2460.808,136118836.41820,0,1
2024-02-26 21:00:00,54633.00,55620.00,54621.10,55020.2,5004.633,1708984799999,275702252.42330,1566,2617.797,144738797.09030,0,1
2024-02-26 22:00:00,55554.00,55630.00,54722.80,55077.5,4508.693,1708988399999,249311048.93120,1065,2583.341,143344423.50950,0,1
2024-02-26 23:00:00,55050.40,55449.90,54937.60,55438.9,3843.098,1708991999999,212265788.57320,1018,1921.838,106525142.60300,0,1
2024-02-27 00:00:00,55000.20,55440.00,54417.40,54693.5,5788.418,1708995599999,318507378.86630,1038,2405.750,133039037.88350,0,1
2024-02-27 01:00:00,54693.50,55449.90,53700.00,55449.8,11456.374,1708999199999,626449725.01070,2326,7345.926,404007744.94850,0,1
2024-02-27 02:00:00,55449.80,58719.50,54287.10,56524.0,8708.492,1709002799999,491694292.29650,3779,6544.530,370768196.62190,0,1
2024-02-27 03:00:00,56559.70,56559.70,56404.80,56419.7,4489.69,1709006399999,253670023.49340,1103,1804.520,102017876.85920,0,1
2024-02-27 04:00:00,56404.80,57258.30,56371.00,56400.0,4041.577,1709009999999,228939724.30630,1334,2007.290,114245157.74390,0,1
2024-02-27 05:00:00,56936.90,57730.00,56371.00,57500.0,4114.532,1709013599999,234355431.05810,1560,2028.639,116559555.50390,0,1
2024-02-27 06:00:00,57162.50,57596.00,56638.00,57420.0,5386.94,1709017199999,307971869.05330,1426,2290.529,131542207.53410,0,1
2024-02-27 07:00:00,57420.00,57448.60,56501.60,56580.1,4463.51,1709020799999,253924387.70660,1560,2167.092,123859349.16890,0,1
2024-02-27 08:00:00,56580.10,57450.00,56546.80,57431.0,5595.383,1709024399999,319098994.74430,2743,2774.663,159205787.30750,0,1
2024-02-27 09:00:00,57431.00,57596.40,56750.20,57036.0,4697.131,1709027999999,268535607.98270,1869,2486.850,142727474.85990,0,1
2024-02-27 10:00:00,57500.00,57584.00,56818.70,56965.0,4230.806,1709031599999,241618356.58220,1540,2066.288,118397170.70810,0,1
2024-02-27 11:00:00,56965.00,57300.00,56874.70,57239.0,3712.432,1709035199999,211589483.60130,1392,1855.535,105923097.97590,0,1
2024-02-27 12:00:00,56925.00,57900.00,56892.00,57890.0,4703.771,1709038799999,269896921.78460,2460,2565.733,147683438.27680,0,1
2024-02-27 13:00:00,57324.10,59999.90,57301.00,58458.0,5925.681,1709042399999,344688956.88510,4181,3471.845,203303788.57090,0,2
2024-02-27 14:00:00,58458.00,58505.90,57673.90,57956.0,3604.381,1709045999999,209519362.52250,1963,1736.172,101448880.25050,0,1
2024-02-27 15:00:00,57956.00,58505.80,57805.70,57900.0,4137.981,1709049599999,240646110.76210,2259,2041.546,119194126.80060,0,1
2024-02-27 16:00:00,57900.00,58100.00,57301.00,57469.5,5523.537,1709053199999,318542303.59860,2377,2052.187,118683455.38030,0,1
2024-02-27 17:00:00,57676.00,57907.20,57183.40,57341.2,4318.134,1709056799999,248638057.71380,3454,1667.523,96211051.47340,0,1
2024-02-27 18:00:00,57341.20,57700.00,57229.10,57320.8,7503.793,1709060399999,431229991.40750,3594,3713.674,213757349.03590,0,1
2024-02-27 19:00:00,57344.20,58505.90,57229.10,58500.0,7210.862,1709063999999,416717969.68860,4564,3956.856,229440624.55130,0,2
2024-02-27 20:00:00,58376.20,58500.00,58200.00,58454.3,4247.423,1709067599999,248161306.85670,2965,1938.636,113383455.87770,0,2
2024-02-27 21:00:00,58453.40,58897.60,57693.30,58634.2,4151.301,1709071199999,242334135.31330,4228,2121.453,124309948.59730,0,2
2024-02-27 22:00:00,58634.20,58853.60,57550.40,58144.9,3710.962,1709074799999,215493782.77070,4035,1875.446,109523655.83860,0,1
2024-02-27 23:00:00,57956.40,58525.00,57642.50,57912.7,3256.516,1709078399999,188627546.39540,2923,1615.972,93947441.93550,0,1
2024-02-28 00:00:00,57906.20,58699.00,57641.00,57643.0,4257.195,1709081999999,247297450.66860,2857,2120.555,124014418.75100,0,1
2024-02-28 01:00:00,58660.00,58679.80,57229.10,57429.8,3503.132,1709085599999,202833874.17370,1699,1722.417,100532721.40700,0,1
2024-02-28 02:00:00,57493.50,58679.70,57229.10,58649.9,3980.158,1709089199999,230991765.61200,2412,1990.026,116496960.98720,0,2
2024-02-28 03:00:00,58360.70,58649.90,56947.00,57000.8,6384.195,1709092799999,368206272.05630,2169,2204.299,128214634.95910,0,1
2024-02-28 04:00:00,57006.00,57969.80,57000.80,57502.4,3915.296,1709096399999,224486242.89770,3172,1911.588,110148156.83250,0,1
2024-02-28 05:00:00,57143.50,57599.00,56909.80,57406.7,3687.039,1709099999999,211088424.33670,1919,1835.362,105530091.65870,0,1
2024-02-28 06:00:00,56909.80,57919.80,56780.00,57500.0,3831.872,1709103599999,219284598.81310,1961,1910.254,109906348.72900,0,1
2024-02-28 07:00:00,57530.20,58679.80,56818.70,58126.1,4737.023,1709107199999,273716362.08650,2962,2704.663,157189668.02790,0,1
2024-02-28 08:00:00,58126.10,59982.00,57827.20,59638.0,7233.248,1709110799999,425404241.01190,3986,4625.604,273009809.66070,0,2
2024-02-28 09:00:00,59300.10,59754.60,58338.10,58666.0,6932.346,1709114399999,408106575.88620,2368,2678.954,158202506.54580,0,1
2024-02-28 10:00:00,58711.00,59400.00,57000.00,58749.9,5243.643,1709117999999,308561286.71770,2298,2144.483,126754930.18760,0,1
2024-02-28 11:00:00,58749.90,59474.00,57274.90,58141.1,5823.494,1709121599999,340445928.79960,3353,3306.492,194433841.22330,0,1
2024-02-28 12:00:00,58141.10,59421.00,57596.40,59379.9,5683.111,1709125199999,333818153.80170,2726,2859.367,168784646.37080,0,1
2024-02-28 13:00:00,59379.90,60863.80,58956.00,60550.0,8343.728,1709128799999,500940220.85690,3921,5271.417,317138035.10600,0,1
2024-02-28 14:00:00,60462.50,61450.70,59730.80,61300.0,6201.854,1709132399999,374189392.29420,2766,3333.373,201458450.71300,0,1
2024-02-28 15:00:00,61300.00,61598.30,60302.00,61099.0,6081.578,1709135999999,371729886.28940,2799,3502.247,214477434.52710,0,1
2024-02-28 16:00:00,61040.50,68887.90,61027.00,68499.9,9204.295,1709139599999,581949872.55250,3967,6321.939,401506296.85200,0,2
2024-02-28 17:00:00,67811.70,68888.00,61902.20,64300.0,11360.355,1709143199999,761321075.91640,5434,7284.022,496238130.04390,0,2
2024-02-28 18:00:00,64300.00,64999.80,61754.20,62551.0,8866.15,1709146799999,561944184.83740,3467,3760.453,240229792.43780,0,1
2024-02-28 19:00:00,63236.00,63447.90,62506.20,63001.0,4874.258,1709150399999,307324303.97370,2372,2233.260,141429526.81330,0,1
2024-02-28 20:00:00,63001.00,63447.30,63001.00,63224.0,4719.026,1709153999999,298012877.50880,1591,2338.192,147932416.96490,0,2
2024-02-28 21:00:00,63224.00,63447.00,62641.50,62675.0,4408.732,1709157599999,277981033.53020,1740,1998.362,126446224.40980,0,1
2024-02-28 22:00:00,62675.00,63422.00,62555.10,62591.4,4589.453,1709161199999,289227838.20360,1282,2292.846,145187042.49470,0,1
2024-02-28 23:00:00,62591.40,63389.90,62555.10,62817.0,4320.399,1709164799999,272062646.74290,1314,2258.217,142775111.25130,0,1
2024-02-29 00:00:00,63240.00,63249.90,61845.10,62000.0,3657.258,1709168399999,228973871.63800,1234,1772.331,111362943.75540,0,1
2024-02-29 01:00:00,62000.00,63316.00,61500.00,62112.8,6799.922,1709171999999,420470851.68060,1271,3406.705,210917593.51920,0,1
2024-02-29 02:00:00,61651.40,62842.10,61200.00,61889.0,5725.541,1709175599999,352934079.00430,1887,2560.017,158271890.95100,0,1
2024-02-29 03:00:00,61566.40,65000.00,61450.70,62104.0,14103.961,1709179199999,875227175.00960,3223,10687.399,664148073.88390,0,1
2024-02-29 04:00:00,62104.00,65000.00,61302.00,63390.2,10465.585,1709182799999,651524919.22640,3346,5531.031,346596253.49160,0,1
2024-02-29 05:00:00,62949.00,63651.40,62593.10,63100.0,3942.774,1709186399999,248095366.40360,1745,1887.447,119000825.79840,0,1
2024-02-29 06:00:00,63100.00,64800.00,63043.00,64731.0,6521.525,1709189999999,416217082.08070,1974,3893.505,249504525.95730,0,2
2024-02-29 07:00:00,64731.00,64749.80,63454.60,63715.0,5271.276,1709193599999,337976855.61780,2891,2866.362,184448684.09580,0,2
2024-02-29 08:00:00,63769.00,64329.90,63144.40,63788.9,4205.422,1709197199999,268195935.41010,3248,1902.607,121791346.35800,0,2
2024-02-29 09:00:00,63637.00,63803.90,63500.00,63769.0,4570.998,1709200799999,291153786.15340,2165,2092.834,133470028.80530,0,2
2024-02-29 10:00:00,63637.00,64414.90,63400.00,64384.9,5211.407,1709204399999,332841399.36830,3892,3332.652,213213271.46170,0,2
2024-02-29 11:00:00,64341.00,64414.90,64000.00,64382.0,4493.303,1709207999999,288703036.73260,3851,2244.557,144466042.14020,0,2
2024-02-29 12:00:00,64341.00,64396.90,63245.50,63269.0,6941.792,1709211599999,442776813.37410,4413,3390.129,216912641.54680,0,1
2024-02-29 13:00:00,63269.00,63792.80,63000.90,63157.1,4765.906,1709215199999,301421357.82300,4082,2107.856,133554061.30410,0,1
2024-02-29 14:00:00,63157.30,64038.50,63093.90,63850.0,4455.511,1709218799999,282728837.65690,4312,2228.720,141700813.51930,0,2
2024-02-29 15:00:00,63850.00,64059.90,63360.10,63891.0,4699.521,1709222399999,299243097.06230,5986,2313.494,147685586.15540,0,2
2024-02-29 16:00:00,63883.80,64008.70,63593.40,63684.0,4023.3,1709225999999,256257693.14270,2832,1931.772,123193475.24270,0,2
2024-02-29 17:00:00,63594.00,63922.10,63168.00,63818.3,4952.723,1709229599999,314950441.81640,2967,2019.872,128618556.51630,0,2
2024-02-29 18:00:00,63754.50,64367.90,62243.00,62243.0,4630.144,1709233199999,293336070.55890,7450,2173.679,139063129.27950,0,1
2024-02-29 19:00:00,62243.00,63666.00,62001.00,63060.1,4295.623,1709236799999,271079685.73730,4558,2184.865,138971153.40760,0,1
2024-02-29 20:00:00,63060.10,64300.00,63060.00,63301.4,3625.461,1709240399999,230522468.51900,3244,1867.978,119453317.24970,0,1
2024-02-29 21:00:00,63301.40,64269.90,61845.10,62426.2,4385.106,1709243999999,276332869.71540,3109,2177.028,138029481.41430,0,1
2024-02-29 22:00:00,62567.30,63615.90,61894.50,63045.0,3551.446,1709247599999,223110442.63450,3186,1826.940,115618435.58640,0,1
2024-02-29 23:00:00,62506.80,63300.00,62092.80,62831.7,4383.48,1709251199999,274903763.70180,2321,2143.611,135332571.00790,0,1
2024-03-01 00:00:00,62831.70,63300.00,62092.80,63280.0,3816.827,1709254799999,239279888.34880,2384,1840.434,116216004.27440,0,1
2024-03-01 01:00:00,63280.00,63298.80,62092.90,62144.0,4443.917,1709258399999,279094156.11740,3326,2294.909,145155198.63190,0,1
2024-03-01 02:00:00,62144.00,63298.80,62143.10,63039.9,3063.25,1709261999999,192004870.30330,4231,1490.712,94109914.66790,0,1
2024-03-01 03:00:00,62866.00,63298.80,62143.20,63296.1,3825.217,1709265599999,239710450.64830,4144,1899.014,119750425.79630,0,1
2024-03-01 04:00:00,62866.00,63600.50,62259.00,62580.0,3754.491,1709269199999,235957052.17560,4580,1972.232,124725886.61060,0,1
2024-03-01 05:00:00,62866.00,63615.80,62491.50,63256.0,3922.22,1709272799999,247273923.27750,4908,1949.302,123773517.08030,0,1
2024-03-01 06:00:00,63383.00,64340.00,62541.30,63178.6,3690.691,1709276399999,233683180.47260,7128,1842.106,117575279.63080,0,1
2024-03-01 07:00:00,62866.40,64341.00,62641.50,63633.8,3526.661,1709279999999,223893203.75550,6775,1787.761,114617176.79120,0,2
2024-03-01 08:00:00,63644.50,64341.00,62791.90,64200.0,4261.026,1709283599999,271520481.23730,5550,2070.426,132930680.60880,0,2
2024-03-01 09:00:00,64200.00,64298.90,63354.00,64297.5,4166.686,1709287199999,266098567.78600,4925,2059.793,132179540.07810,0,2
2024-03-01 10:00:00,64297.50,64297.50,63498.90,64196.9,4250.782,1709290799999,271602717.10770,5208,2130.800,136880591.62520,0,2
2024-03-01 11:00:00,64196.90,64197.00,63449.00,64140.0,4240.226,1709294399999,270562280.47980,4352,2070.319,132735347.91770,0,2
2024-03-01 12:00:00,64140.00,64200.00,63522.00,64072.0,3446.48,1709297999999,220200491.73900,3645,1743.746,111794166.35600,0,2
2024-03-01 13:00:00,64097.70,64500.00,63900.00,64055.0,3691.947,1709301599999,236893635.40900,3821,1814.600,116785830.05900,0,2
2024-03-01 14:00:00,64145.00,64460.00,63599.10,63599.5,4642.97,1709305199999,297667581.05490,4203,2299.797,148032153.63450,0,2
2024-03-01 15:00:00,63599.50,64349.90,63420.00,63769.0,4278.43,1709308799999,273112648.62040,4714,1920.894,123315505.22960,0,2
2024-03-01 16:00:00,63600.00,64236.20,63346.70,63764.0,3632.875,1709312399999,231227565.27600,2576,1927.799,123072223.94470,0,2
2024-03-01 17:00:00,63637.00,64000.00,63350.00,64000.0,3755.108,1709315999999,238999707.17200,3714,1889.426,120684106.88540,0,2
2024-03-01 18:00:00,63764.20,64000.00,63549.60,63999.0,4276.5,1709319599999,272861717.54640,3515,2084.065,133338884.27060,0,2
2024-03-01 19:00:00,63999.90,64200.00,63549.60,63607.0,4013.714,1709323199999,256263772.59870,3063,1951.006,124940075.55390,0,2
2024-03-01 20:00:00,63640.00,65615.20,63606.00,64673.0,5449.667,1709326799999,350396988.81150,3247,3492.311,225181599.74240,0,2
2024-03-01 21:00:00,65034.00,66731.00,63903.00,64589.0,5509.721,1709330399999,357895630.07280,3415,2221.375,144909180.53860,0,2
2024-03-01 22:00:00,64589.00,64590.00,64072.10,64072.1,3708.397,1709333999999,238531201.93070,2459,1865.980,120411741.41840,0,2
2024-03-01 23:00:00,64415.00,64590.00,64072.10,64286.0,4791.218,1709337599999,308296285.16480,2558,2430.083,156906964.39780,0,2
2024-03-02 00:00:00,64158.00,64590.00,64157.00,64555.0,3703.917,1709341199999,238372296.78070,2201,1846.301,119184413.09900,0,2
2024-03-02 01:00:00,64415.00,64590.00,64018.00,64286.0,3268.531,1709344799999,210185204.50230,1709,1555.531,100342956.44170,0,2
2024-03-02 02:00:00,64415.00,64600.00,63957.50,64286.0,4566.599,1709348399999,293825781.94870,2349,2819.294,181998399.83770,0,2
2024-03-02 03:00:00,64341.00,64598.80,64003.30,64272.0,3192.852,1709351999999,205316385.82240,2577,1610.311,103992277.62780,0,2
2024-03-02 04:00:00,64399.00,64600.00,64050.10,64072.1,4311.16,1709355599999,277231267.05050,2086,1904.679,122817392.12040,0,2
2024-03-02 05:00:00,64072.10,64375.00,63448.10,63448.3,3613.494,1709359199999,231232831.66550,2550,1729.315,111072242.70550,0,2
2024-03-02 06:00:00,63511.00,63980.00,61525.00,61986.0,6506.878,1709362799999,411329078.25200,2729,1964.982,124741476.49090,0,1
2024-03-02 07:00:00,61986.00,62478.80,61090.00,61101.0,4330.412,1709366399999,267444494.09670,4639,2080.816,129701037.33320,0,1
2024-03-02 08:00:00,61704.00,62680.80,61101.00,61999.3,4252.28,1709369999999,262941209.04220,3694,2077.404,129326197.06610,0,1
2024-03-02 09:00:00,61986.00,62699.90,61401.60,61404.0,4077.361,1709373599999,252355883.89370,3778,2048.023,127589938.87310,0,1
2024-03-02 10:00:00,61605.00,62700.00,61404.00,61647.6,3812.935,1709377199999,236830805.86040,3382,1894.944,118409385.30300,0,1
2024-03-02 11:00:00,61962.00,62640.00,61648.00,62367.0,3759.144,1709380799999,233489214.37560,3180,1981.379,123606274.92540,0,1
2024-03-02 12:00:00,62367.00,62490.00,61701.00,61980.5,4494.457,1709384399999,279388474.26730,3027,2233.469,139421075.58890,0,1
2024-03-02 13:00:00,61980.50,62490.00,61795.60,62240.0,5084.173,1709387999999,315883349.48940,2614,2403.627,149901847.87970,0,1
2024-03-02 14:00:00,62000.00,62469.00,62000.00,62468.9,4414.52,1709391599999,274603615.41900,2120,2223.415,138633826.66750,0,1
2024-03-02 15:00:00,62468.90,62892.40,62053.00,62058.1,5517.95,1709395199999,344362743.06160,3564,2931.471,183663824.14430,0,1
2024-03-02 16:00:00,62220.00,62791.90,62058.10,62285.0,3767.944,1709398799999,235231586.92130,3005,1888.159,118377299.36980,0,1
2024-03-02 17:00:00,62494.00,62840.00,62285.00,62479.0,4600.283,1709402399999,287889720.53050,2606,2656.166,166686133.31970,0,1
2024-03-02 18:00:00,62621.00,62840.00,62351.90,62839.7,4618.263,1709405999999,289128313.94510,2303,2639.779,165650506.55100,0,1
2024-03-02 19:00:00,62608.00,62840.10,62351.10,62520.0,5306.872,1709409599999,332273253.39810,2980,2833.683,177891448.60020,0,1
2024-03-02 20:00:00,62500.00,62825.00,62351.00,62657.0,3603.862,1709413199999,225414086.23580,2840,1797.545,112749613.39260,0,1
2024-03-02 21:00:00,62494.00,62824.90,62357.00,62673.9,4956.763,1709416799999,310342666.29300,2366,2649.902,166246837.49250,0,1
2024-03-02 22:00:00,62494.00,62823.00,62450.00,62482.0,4067.768,1709420399999,254737131.60660,2012,1999.822,125561439.67710,0,1
2024-03-02 23:00:00,62748.00,62824.90,62481.00,62573.0,4680.353,1709423999999,293316346.61930,1461,2413.281,151562478.88470,0,1
2024-03-03 00:00:00,62737.00,62820.00,62530.00,62595.4,4543.7,1709427599999,284811969.82550,1684,2162.689,135837245.23430,0,1
2024-03-03 01:00:00,62608.00,62818.00,62441.40,62518.1,3964.974,1709431199999,248474111.94390,1689,1960.449,123148421.79410,0,1
2024-03-03 02:00:00,62498.10,62818.20,62357.10,62818.0,4329.096,1709434799999,270815097.80680,2060,2110.922,132481023.54750,0,1
2024-03-03 03:00:00,62737.00,62819.00,62357.10,62494.0,3700.461,1709438399999,231689834.66060,2089,1837.927,115441998.39040,0,1
2024-03-03 04:00:00,62749.00,63144.30,62250.00,62608.0,4124.646,1709441999999,258438117.96790,2769,2203.321,138574955.42090,0,1
2024-03-03 05:00:00,62737.00,63240.00,62466.70,62748.0,4991.555,1709445599999,313631295.08410,3035,2582.364,162992615.30850,0,1
2024-03-03 06:00:00,62737.00,63144.40,62350.00,62350.0,4277.487,1709449199999,268352736.59110,2931,2090.610,131663154.54100,0,1
2024-03-03 07:00:00,62494.00,63000.00,62167.80,62173.1,5119.76,1709452799999,319626498.81960,3574,2155.590,135094879.22730,0,1
2024-03-03 08:00:00,62220.00,62699.30,62000.00,62650.0,4268.831,1709456399999,266147448.62090,3344,2098.444,131350222.63830,0,1
2024-03-03 09:00:00,62367.00,62699.40,62140.00,62620.2,3165.838,1709459999999,198005170.01120,1766,1755.614,110045834.44060,0,1
2024-03-03 10:00:00,62620.20,62999.40,62370.00,62842.1,3763.017,1709463599999,235568650.71740,2188,1890.350,118635285.43830,0,1
2024-03-03 11:00:00,62608.00,62989.00,62200.30,62401.1,4521.686,1709467199999,283201844.66990,2419,2122.295,133399074.95450,0,1
2024-03-03 12:00:00,62401.20,62899.10,62367.00,62550.0,4801.476,1709470799999,300870572.68700,2152,2661.418,167175697.36000,0,1
2024-03-03 13:00:00,62748.00,63200.00,62494.20,62866.0,4660.49,1709474399999,292431857.51450,2314,2364.040,148724318.04010,0,1
2024-03-03 14:00:00,62621.00,63289.50,62498.80,62702.1,4816.029,1709477999999,302867958.71430,2941,2407.598,152039398.81490,0,1
2024-03-03 15:00:00,62702.10,63289.50,62675.70,63000.0,5130.506,1709481599999,323163042.14650,3493,2413.315,152459466.50500,0,1
2024-03-03 16:00:00,63000.00,63400.00,63000.00,63383.0,4246.95,1709485199999,267808566.87450,2394,2375.607,149901339.10240,0,1
2024-03-03 17:00:00,63250.00,63443.60,63250.00,63399.9,5404.049,1709488799999,342506818.26750,1297,2951.042,187098822.67700,0,1
2024-03-03 18:00:00,63358.30,63500.00,63300.20,63300.2,3815.178,1709492399999,241824545.79960,1146,1929.877,122388413.81530,0,1
2024-03-03 19:00:00,63500.00,63900.00,62993.10,63599.0,4162.821,1709495999999,263879370.06660,3788,1981.998,126239191.46920,0,1
2024-03-03 20:00:00,63599.00,63900.00,63000.10,63700.8,4759.588,1709499599999,301910664.95880,3316,2319.991,147936933.09750,0,1
2024-03-03 21:00:00,63093.90,63753.00,63000.00,63737.0,3861.576,1709503199999,244710126.53210,3292,1931.609,123053072.52630,0,1
2024-03-03 22:00:00,63511.00,63751.00,63035.00,63748.0,5468.034,1709506799999,346801551.79100,2565,2540.565,161917298.70500,0,1
2024-03-03 23:00:00,63124.00,63898.70,63081.00,63144.4,4936.955,1709510399999,312759103.23090,2224,2546.394,161873066.42060,0,1
2024-03-04 00:00:00,63256.00,63991.10,63151.00,63500.0,6084.406,1709513999999,387007137.66980,2268,2644.082,168787375.98700,0,1
2024-03-04 01:00:00,63500.00,63991.00,63201.10,63900.0,4164.432,1709517599999,264292882.82480,4051,2082.570,132631964.19020,0,1
2024-03-04 02:00:00,63201.10,63999.00,63201.10,63607.0,4371.011,1709521199999,277680726.33420,1323,2044.034,130252282.80610,0,1
2024-03-04 03:00:00,63578.00,63957.40,63205.00,63650.0,3263.902,1709524799999,207437257.33220,2231,1582.134,100883795.91770,0,1
2024-03-04 04:00:00,63650.00,64000.00,63205.00,63804.2,3354.428,1709528399999,213082311.42010,2718,1672.826,106673097.30580,0,1
2024-03-04 05:00:00,63735.00,64008.70,63202.00,63206.2,3866.085,1709531999999,245451806.79740,2246,1896.509,120842005.38180,0,1
2024-03-04 06:00:00,63351.00,64000.00,63202.10,63849.0,3406.281,1709535599999,216548269.57640,1841,1707.031,108813262.83160,0,1
2024-03-04 07:00:00,63832.00,64000.00,63350.10,64000.0,3947.045,1709539199999,251635440.91680,1942,1999.678,127743888.99540,0,1
2024-03-04 08:00:00,63896.70,65800.00,63600.00,65253.1,11392.993,1709542799999,737715493.51970,4280,8447.980,547757988.02320,0,1
2024-03-04 09:00:00,65253.10,65650.00,64265.10,65559.0,4618.488,1709546399999,299809693.84770,3662,1978.938,129113768.83300,0,1
2024-03-04 10:00:00,65559.00,65559.00,64650.00,65353.5,4311.997,1709549999999,280284729.41640,3588,2101.594,137249528.11730,0,1
2024-03-04 11:00:00,64987.00,65401.70,64574.20,64861.0,5053.508,1709553599999,328353868.78960,2700,2184.501,142559889.44240,0,1
2024-03-04 12:00:00,64861.00,65353.50,64784.10,65353.5,4404.598,1709557199999,286408515.99550,2388,2230.299,145348410.32300,0,1
2024-03-04 13:00:00,65353.50,65667.70,64851.20,65070.0,5238.182,1709560799999,341578850.33460,2642,2613.346,171149396.42410,0,1
2024-03-04 14:00:00,65070.00,66300.90,64855.40,65450.1,5715.006,1709564399999,373923870.40310,2733,3114.669,204472661.35330,0,1
2024-03-04 15:00:00,66113.00,66993.80,65450.10,66634.0,5215.983,1709567999999,345680005.15880,2863,2726.601,181286802.66290,0,1
2024-03-04 16:00:00,66634.00,68879.90,66114.10,67048.0,9850.558,1709571599999,660857114.29200,5024,5021.425,337960328.86940,0,1
2024-03-04 17:00:00,67178.30,68887.90,66148.10,67500.0,9736.696,1709575199999,657957507.14770,8003,5784.821,392668384.18870,0,1
2024-03-04 18:00:00,67500.00,68888.00,67000.10,67359.8,8795.522,1709578799999,599048591.62630,6569,5070.877,347016533.64270,0,1
2024-03-04 19:00:00,67592.00,68880.20,67300.00,68356.0,3730.557,1709582399999,252448127.94690,3444,1673.635,113629997.92050,0,1
