Open_time,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Ignore,SMA,RSI,Signal,TP/SP_values,Profit_per_Coin
2024-03-18 06:00:00,70015.00,70287.90,68632.50,69471.0,708.766,2024-03-18 06:14:59.999,49202759.05300,757,332.692,23374655.80110,0,68717.72399999999,52.59286037053768,Hold,0.0,0.0
2024-03-18 06:15:00,68908.00,70287.80,68632.60,69720.0,960.405,2024-03-18 06:29:59.999,66736201.33450,686,507.580,35637171.03040,0,68715.3085,60.414275877897644,Hold,0.0,0.0
2024-03-18 06:30:00,69440.00,70287.00,68637.20,70000.0,792.160,2024-03-18 06:44:59.999,54986813.59370,548,395.482,27739109.74280,0,68714.293,64.01511625742314,Hold,0.0,0.0
2024-03-18 06:45:00,70000.00,70286.40,68640.20,69720.0,1169.907,2024-03-18 06:59:59.999,81262610.18900,726,579.819,40747085.30060,0,68711.86649999999,55.365066559096405,Hold,0.0,0.0
2024-03-18 07:00:00,69720.00,70286.30,68640.20,68644.1,1299.994,2024-03-18 07:14:59.999,90305965.12900,811,646.744,45445821.79640,0,68703.8355,51.304575358851736,Hold,0.0,0.0
2024-03-18 07:15:00,69440.00,70250.00,67527.00,67850.0,2584.225,2024-03-18 07:29:59.999,177660578.79760,921,730.301,50685904.09250,0,68691.82650000001,44.668695779553644,Hold,0.0,0.0
2024-03-18 07:30:00,68600.00,69199.90,67840.10,68879.9,1124.590,2024-03-18 07:44:59.999,77134748.70420,699,520.354,35935022.57740,0,68684.84599999999,52.64016736401668,Hold,0.0,0.0
2024-03-18 07:45:00,68320.00,68880.00,67841.10,68530.0,943.510,2024-03-18 07:59:59.999,64504002.78960,569,468.385,32254260.77650,0,68673.49699999999,50.259667625439434,Hold,0.0,0.0
2024-03-18 08:00:00,68530.00,68877.40,67841.10,68877.4,1126.185,2024-03-18 08:14:59.999,77048031.47820,534,570.417,39252587.88290,0,68666.37849999999,51.59647531424125,Hold,0.0,0.0
2024-03-18 08:15:00,68600.00,68877.40,67842.30,68325.6,914.368,2024-03-18 08:29:59.999,62523542.15300,542,429.228,29486565.26640,0,68653.5115,46.35626517180111,Hold,0.0,0.0
2024-03-18 08:30:00,68874.20,68874.30,67841.30,68051.2,774.327,2024-03-18 08:44:59.999,52954835.60480,456,413.735,28434013.92610,0,68642.267,39.82348750692587,Hold,0.0,0.0
2024-03-18 08:45:00,68325.60,68879.90,67841.10,68325.6,969.739,2024-03-18 08:59:59.999,66297817.16090,565,477.766,32823170.23630,0,68632.3945,44.273403154031286,Hold,0.0,0.0
2024-03-18 09:00:00,68325.60,68880.00,67841.10,68325.6,1263.899,2024-03-18 09:14:59.999,86392552.08440,573,634.726,43597271.49620,0,68623.3175,34.47365508955535,Hold,0.0,0.0
2024-03-18 09:15:00,68325.60,68880.00,67871.00,68325.6,717.213,2024-03-18 09:29:59.999,49009943.76820,476,355.216,24381980.18320,0,68610.7255,34.485103422101346,Hold,0.0,0.0
2024-03-18 09:30:00,67874.00,68669.80,67841.10,68325.6,2509.794,2024-03-18 09:44:59.999,170744573.06070,478,607.786,41622538.16390,0,68598.10350000001,39.600130747439565,Hold,0.0,0.0
2024-03-18 09:45:00,68599.90,68599.90,67841.10,68325.6,1111.793,2024-03-18 09:59:59.999,75788974.86260,448,543.864,37223807.28680,0,68585.7565,36.73970101563394,Hold,0.0,0.0
2024-03-18 10:00:00,67841.30,68800.00,67841.10,68051.0,1292.106,2024-03-18 10:14:59.999,88200562.99490,492,652.167,44742482.26780,0,68575.409,31.446576802985277,Hold,0.0,0.0
2024-03-18 10:15:00,67845.00,68880.00,67841.10,68874.4,924.198,2024-03-18 10:29:59.999,63182417.92750,380,462.386,31766036.44440,0,68565.576,42.70506228648325,Hold,0.0,0.0
2024-03-18 10:30:00,68874.40,69100.00,67841.10,68325.6,1308.014,2024-03-18 10:44:59.999,89503249.97380,492,631.596,43454111.07330,0,68552.989,46.977432763300236,Hold,0.0,0.0
2024-03-18 10:45:00,68325.60,69099.70,67841.30,68325.6,1185.690,2024-03-18 10:59:59.999,81339118.38420,503,590.857,40662531.07560,0,68544.0145,55.314441514325395,Hold,0.0,0.0
2024-03-18 11:00:00,68325.60,69099.40,67841.30,68051.2,1270.546,2024-03-18 11:14:59.999,86995393.69710,790,637.733,43890113.47920,0,68532.9155,38.85886370358421,Hold,0.0,0.0
2024-03-18 11:15:00,68548.00,68888.00,67841.30,68325.6,881.533,2024-03-18 11:29:59.999,60243701.58450,612,445.523,30595727.70910,0,68523.96350000001,47.195081787243474,Hold,0.0,0.0
2024-03-18 11:30:00,68325.60,68887.90,67841.30,68325.6,1015.825,2024-03-18 11:44:59.999,69394071.46740,556,508.901,34922080.92740,0,68515.136,41.62975547600288,Hold,0.0,0.0
2024-03-18 11:45:00,68325.60,68600.00,67841.30,68309.0,874.025,2024-03-18 11:59:59.999,59582071.22010,275,421.996,28900690.08590,0,68501.77600000001,49.69938428105748,Hold,0.0,0.0
2024-03-18 12:00:00,68309.00,69099.60,67841.30,68555.5,2827.347,2024-03-18 12:14:59.999,193897640.34870,309,1790.553,122822335.74140,0,68494.55350000001,59.22578756723133,Hold,0.0,0.0
2024-03-18 12:15:00,68666.60,69200.00,67841.20,68325.6,1610.351,2024-03-18 12:29:59.999,110426418.42950,338,964.878,66416340.44000,0,68481.3335,50.0,Hold,0.0,0.0
2024-03-18 12:30:00,68351.00,69799.00,67841.50,69100.0,1129.261,2024-03-18 12:44:59.999,77818373.62540,409,645.830,44607873.65460,0,68478.5775,61.181056887092026,Hold,0.0,0.0
2024-03-18 12:45:00,69000.00,69139.90,68601.50,68601.6,1046.213,2024-03-18 12:59:59.999,72051924.86240,384,527.051,36420999.85700,0,68466.6535,53.48361690311507,Hold,0.0,0.0
2024-03-18 13:00:00,68601.60,69099.90,68601.60,68601.6,953.543,2024-03-18 13:14:59.999,65640964.16570,271,477.836,32989495.96950,0,68461.4105,53.48361690311507,Hold,0.0,0.0
2024-03-18 13:15:00,68601.60,69099.90,67755.00,68325.6,1203.460,2024-03-18 13:29:59.999,82470571.81560,606,587.880,40452056.92220,0,68453.0435,50.0,Hold,0.0,0.0
2024-03-18 13:30:00,68325.60,69099.70,67755.00,68325.0,792.584,2024-03-18 13:44:59.999,54196151.63730,515,378.007,25962756.46910,0,68451.224,53.45662814755009,Hold,0.0,0.0
2024-03-18 13:45:00,68051.20,69099.90,67527.00,67528.1,867.677,2024-03-18 13:59:59.999,58966541.20710,462,401.792,27439410.61350,0,68445.4185,32.901521501689274,Hold,0.0,0.0
2024-03-18 14:00:00,68051.20,69148.70,67528.00,68051.2,1261.802,2024-03-18 14:14:59.999,86146436.07980,644,635.907,43669919.92490,0,68433.961,46.4921251789731,Hold,0.0,0.0
2024-03-18 14:15:00,68300.00,69148.60,67530.10,68325.0,984.166,2024-03-18 14:29:59.999,67263668.03300,694,460.513,31652736.26790,0,68432.1395,49.992831541218564,Hold,0.0,0.0
2024-03-18 14:30:00,68000.00,69148.50,67528.00,67530.0,1099.484,2024-03-18 14:44:59.999,75026127.95750,1075,473.247,32432688.59110,0,68426.1395,44.461917715062924,Hold,0.0,0.0
2024-03-18 14:45:00,68050.80,68051.20,66667.00,66953.6,2276.266,2024-03-18 14:59:59.999,153420874.68890,928,613.059,41563055.82080,0,68417.4635,36.30082274942081,Hold,0.0,0.0
2024-03-18 15:00:00,67502.40,68299.90,66953.60,67502.4,1174.509,2024-03-18 15:14:59.999,79295898.45560,784,583.287,39586278.61730,0,68404.991,42.59232596645295,Hold,0.0,0.0
2024-03-18 15:15:00,67010.30,67979.60,66800.00,67776.5,1848.535,2024-03-18 15:29:59.999,124239359.62720,1003,405.750,27485876.11490,0,68401.3735,45.42045786821236,Hold,0.0,0.0
2024-03-18 15:30:00,67290.00,67964.80,67000.00,67502.4,1131.087,2024-03-18 15:44:59.999,76430232.77120,957,739.837,50141190.32450,0,68396.5895,40.98604810408276,Hold,0.0,0.0
2024-03-18 15:45:00,67228.00,67964.90,67228.00,67302.0,951.105,2024-03-18 15:59:59.999,64328279.94900,977,486.612,33040117.06080,0,68392.0995,41.1940812112869,Hold,0.0,0.0
2024-03-18 16:00:00,67776.80,69198.90,67231.20,68325.6,1540.988,2024-03-18 16:14:59.999,104619119.28240,1063,869.517,59240243.65170,0,68392.7275,43.611826041048005,Hold,0.0,0.0
2024-03-18 16:15:00,68860.00,69199.00,67520.10,69199.0,1772.617,2024-03-18 16:29:59.999,121592006.99950,548,865.671,59805612.45600,0,68391.824,54.6409371989683,Hold,0.0,0.0
2024-03-18 16:30:00,69199.00,69199.00,68061.30,68799.7,1177.990,2024-03-18 16:44:59.999,81147693.61440,924,684.636,47320081.30660,0,68391.23300000001,51.44905273937526,Hold,0.0,0.0
2024-03-18 16:45:00,68799.70,69199.00,68103.10,69148.4,1031.037,2024-03-18 16:59:59.999,70839546.76790,972,487.662,33658353.55820,0,68396.9745,55.95524159694269,Hold,0.0,0.0
2024-03-18 17:00:00,68874.00,69148.40,68103.10,68140.7,1058.284,2024-03-18 17:14:59.999,72652607.00100,917,509.339,35168334.79820,0,68396.683,48.83579902214696,Hold,0.0,0.0
2024-03-18 17:15:00,68874.40,69139.60,68140.70,68442.2,865.713,2024-03-18 17:29:59.999,59526239.64350,881,444.585,30700352.67920,0,68399.8825,56.15978652003392,Hold,0.0,0.0
2024-03-18 17:30:00,68442.20,69135.00,68442.20,68600.5,1228.755,2024-03-18 17:44:59.999,84534663.92170,974,608.449,42016280.64130,0,68403.8735,53.89292851979421,Hold,0.0,0.0
2024-03-18 17:45:00,68601.10,69129.00,68500.00,68874.4,1324.445,2024-03-18 17:59:59.999,91100040.07310,604,671.453,46346577.19650,0,68405.746,53.893582038779876,Hold,0.0,0.0
2024-03-18 18:00:00,68874.40,68950.00,68500.10,68874.4,694.703,2024-03-18 18:14:59.999,47739829.62090,356,344.356,23731456.50940,0,68406.11850000001,60.737676112584246,Hold,0.0,0.0
2024-03-18 18:15:00,68874.40,68939.20,68061.50,68499.0,2225.113,2024-03-18 18:29:59.999,152275020.49860,323,365.554,25090411.29100,0,68407.6135,62.75250858199101,Hold,0.0,0.0
2024-03-18 18:30:00,68499.00,68874.20,68061.50,68874.2,1305.258,2024-03-18 18:44:59.999,89221217.08110,344,801.105,54892849.28770,0,68401.9845,61.653867065379956,Hold,0.0,0.0
2024-03-18 18:45:00,68070.00,68874.20,68061.40,68086.0,1086.779,2024-03-18 18:59:59.999,74416596.90880,297,542.212,37343460.60240,0,68401.26,52.41808209759834,Hold,0.0,0.0
2024-03-18 19:00:00,68086.00,68873.00,68061.50,68801.3,968.726,2024-03-18 19:14:59.999,66359214.51320,336,510.540,35157370.14600,0,68395.7665,59.49363387858332,Hold,0.0,0.0
2024-03-18 19:15:00,68106.50,68801.30,67200.00,67600.0,1760.725,2024-03-18 19:29:59.999,119625337.86190,580,411.163,27981684.00220,0,68388.274,51.90007396261062,Hold,0.0,0.0
2024-03-18 19:30:00,67600.00,68590.00,67591.10,67593.0,1147.337,2024-03-18 19:44:59.999,78009667.68930,386,566.297,38672609.05710,0,68384.7365,44.63312430404964,Hold,0.0,0.0
2024-03-18 19:45:00,68051.20,68584.90,67592.00,68050.0,887.702,2024-03-18 19:59:59.999,60361203.91790,301,447.600,30578337.00260,0,68383.1535,41.035763325427524,Hold,0.0,0.0
2024-03-18 20:00:00,67592.00,68050.00,67592.00,67600.0,772.320,2024-03-18 20:14:59.999,52328142.89710,243,388.892,26408949.14140,0,68379.65100000001,40.71367752922053,Hold,0.0,0.0
2024-03-18 20:15:00,68000.00,68000.00,67600.00,67610.0,789.435,2024-03-18 20:29:59.999,53514193.10930,273,364.456,24782233.11610,0,68375.201,37.433015292118704,Hold,0.0,0.0
2024-03-18 20:30:00,67999.00,67999.90,67606.10,67607.0,869.594,2024-03-18 20:44:59.999,58964853.34780,246,447.932,30457303.29290,0,68370.734,44.78411289849693,Hold,0.0,0.0
2024-03-18 20:45:00,67607.00,67995.00,67606.00,67770.0,710.136,2024-03-18 20:59:59.999,48147209.98980,267,351.740,23916399.07700,0,68359.584,43.24774991964001,Hold,0.0,0.0
2024-03-18 21:00:00,67994.00,67994.00,67607.00,67608.0,1016.155,2024-03-18 21:14:59.999,68892562.52410,400,530.559,36061957.05710,0,68347.37400000001,40.03774115190811,Hold,0.0,0.0
2024-03-18 21:15:00,67949.00,67949.00,67607.00,67611.0,1376.177,2024-03-18 21:29:59.999,93274271.46600,312,687.848,46735827.67360,0,68339.055,36.589249320652215,Hold,0.0,0.0
2024-03-18 21:30:00,67949.00,68328.90,67606.00,68328.7,1041.001,2024-03-18 21:44:59.999,70644175.61790,577,585.116,39801556.71490,0,68337.7735,44.9733792671469,Hold,0.0,0.0
2024-03-18 21:45:00,68060.20,68328.80,67600.00,68051.2,1478.252,2024-03-18 21:59:59.999,100492085.28250,1272,696.009,47503206.32040,0,68334.6775,45.799407151701594,Hold,0.0,0.0
2024-03-18 22:00:00,68051.20,68796.50,67603.00,68052.1,1347.818,2024-03-18 22:14:59.999,91981721.95830,1129,920.694,62991323.17030,0,68331.5845,41.70584555782007,Hold,0.0,0.0
2024-03-18 22:15:00,68100.00,68796.50,68100.00,68200.0,1083.970,2024-03-18 22:29:59.999,74174274.31290,893,533.582,36642101.82140,0,68329.232,51.320789693206045,Hold,0.0,0.0
2024-03-18 22:30:00,68200.00,68793.00,68191.10,68793.0,1052.303,2024-03-18 22:44:59.999,72002313.21740,798,508.094,34888534.95080,0,68331.186,49.90103259962317,Hold,0.0,0.0
2024-03-18 22:45:00,68792.60,68793.00,68191.10,68200.0,1141.435,2024-03-18 22:59:59.999,78158073.66550,733,565.578,38887345.41160,0,68329.6735,58.36820083682008,Hold,0.0,0.0
2024-03-18 23:00:00,68700.10,68739.90,67682.00,68325.5,665.625,2024-03-18 23:14:59.999,45426965.95240,459,333.446,22861532.07480,0,68329.761,59.88929391116512,Hold,0.0,0.0
2024-03-18 23:15:00,68300.00,68600.00,67721.00,67721.1,686.260,2024-03-18 23:29:59.999,46705867.26710,603,344.757,23545638.28580,0,68329.3615,45.729569710976726,Hold,0.0,0.0
2024-03-18 23:30:00,67722.30,68739.90,67720.00,67776.8,1406.226,2024-03-18 23:44:59.999,95753762.27430,1004,696.457,47627637.57630,0,68323.86550000001,52.55742637273626,Hold,0.0,0.0
2024-03-18 23:45:00,67776.80,68666.50,67751.20,67751.4,1218.767,2024-03-18 23:59:59.999,83011815.91290,691,601.606,41131421.69080,0,68323.279,52.036290322580555,Hold,0.0,0.0
2024-03-19 00:00:00,67751.40,68051.00,67751.40,68048.5,921.767,2024-03-19 00:14:59.999,62561636.04510,833,462.054,31413439.34660,0,68323.5075,55.86150128780435,Hold,0.0,0.0
2024-03-19 00:15:00,67916.70,68652.40,67751.40,68325.5,794.013,2024-03-19 00:29:59.999,53955604.72340,880,392.220,26721881.66750,0,68321.484,57.158320661838594,Hold,0.0,0.0
2024-03-19 00:30:00,67900.50,68652.30,67751.40,68051.2,1319.991,2024-03-19 00:44:59.999,89951615.29650,1116,650.006,44508938.29670,0,68322.24,55.55054603747114,Hold,0.0,0.0
2024-03-19 00:45:00,68051.20,68640.00,67681.10,67776.8,899.008,2024-03-19 00:59:59.999,61120534.75020,379,421.520,28767339.87500,0,68320.6155,51.94427505980585,Hold,0.0,0.0
2024-03-19 01:00:00,68051.20,68444.30,67681.10,68325.5,1358.133,2024-03-19 01:14:59.999,92351078.29770,478,676.956,46207625.90470,0,68323.993,49.9609260525545,Hold,0.0,0.0
2024-03-19 01:15:00,67776.80,68325.60,67650.00,68050.6,1658.094,2024-03-19 01:29:59.999,112540367.00620,554,591.994,40397735.83290,0,68329.244,49.99266898001086,Hold,0.0,0.0
2024-03-19 01:30:00,67651.20,68325.50,67591.20,68315.0,1527.576,2024-03-19 01:44:59.999,103621329.47880,622,534.061,36427666.57260,0,68332.319,53.01788461096948,Hold,0.0,0.0
2024-03-19 01:45:00,68315.00,68318.00,67591.10,67591.5,1174.587,2024-03-19 01:59:59.999,79817087.25940,317,594.355,40569944.29750,0,68334.715,43.83022732342383,Hold,0.0,0.0
2024-03-19 02:00:00,67591.50,68314.00,67591.40,68307.7,1138.895,2024-03-19 02:14:59.999,77298200.83410,395,509.482,34727107.78840,0,68336.2565,45.19932733208028,Hold,0.0,0.0
2024-03-19 02:15:00,67776.80,68307.70,67591.40,67591.8,717.120,2024-03-19 02:29:59.999,48717476.02200,323,348.636,23785050.72070,0,68329.463,44.12639548808283,Hold,0.0,0.0
2024-03-19 02:30:00,68051.20,68297.10,67591.40,67949.7,1059.040,2024-03-19 02:44:59.999,71810460.36370,336,498.334,33907686.69250,0,68332.2115,46.52667381418902,Hold,0.0,0.0
2024-03-19 02:45:00,67591.40,68318.90,67000.00,68051.1,3294.952,2024-03-19 02:59:59.999,223041230.38300,582,718.009,48880515.40080,0,68330.9685,53.362680361946694,Hold,0.0,0.0
2024-03-19 03:00:00,67506.00,68315.80,67300.00,68050.7,807.272,2024-03-19 03:14:59.999,54688239.00790,428,390.201,26566361.82960,0,68334.217,52.82283829743373,Hold,0.0,0.0
2024-03-19 03:15:00,68050.70,68050.70,67300.10,67502.4,759.906,2024-03-19 03:29:59.999,51388561.77170,328,347.306,23598277.78970,0,68331.72899999999,47.683462339982135,Hold,0.0,0.0
2024-03-19 03:30:00,67502.40,67999.70,65574.40,66000.0,9161.837,2024-03-19 03:44:59.999,611544715.31620,987,2521.423,166909033.73390,0,68318.8345,34.43318084411139,Hold,0.0,0.0
2024-03-19 03:45:00,66000.00,67399.00,65581.60,66130.4,1134.364,2024-03-19 03:59:59.999,75121245.99060,780,597.854,39802834.67130,0,68307.9865,32.93901851362473,Hold,0.0,0.0
2024-03-19 04:00:00,66130.40,67511.00,65582.30,66000.6,1339.480,2024-03-19 04:14:59.999,89202613.02980,1038,682.531,45781930.06420,0,68301.064,33.69589415768212,Hold,0.0,0.0
2024-03-19 04:15:00,66150.00,67499.00,65585.80,66411.0,1068.776,2024-03-19 04:29:59.999,71213887.74520,763,513.875,34469010.76760,0,68290.2425,39.37054446969453,Hold,0.0,0.0
2024-03-19 04:30:00,66421.00,67499.00,65585.60,66404.8,1024.925,2024-03-19 04:44:59.999,68241329.19170,814,563.331,37740434.01050,0,68279.4165,33.67334795396194,Hold,0.0,0.0
2024-03-19 04:45:00,66221.50,67198.90,65585.80,66999.0,989.811,2024-03-19 04:59:59.999,65830716.29870,743,514.512,34407419.57750,0,68271.5265,41.521269390782635,Hold,0.0,0.0
2024-03-19 05:00:00,66404.80,67000.00,65585.70,66404.8,1078.258,2024-03-19 05:14:59.999,71586272.55420,811,511.562,34180982.80980,0,68260.716,35.37634737873586,Hold,0.0,0.0
2024-03-19 05:15:00,66150.00,66999.90,65581.80,66404.8,1610.658,2024-03-19 05:29:59.999,106651050.70460,876,698.919,46641494.00330,0,68246.203,39.78339101537611,Hold,0.0,0.0
2024-03-19 05:30:00,65581.80,67000.00,65581.80,66404.8,1240.374,2024-03-19 05:44:59.999,82276188.42940,769,580.848,38782585.60300,0,68229.3345,31.31297260139442,Hold,0.0,0.0
2024-03-19 05:45:00,66404.80,66900.00,65582.00,66150.0,1183.540,2024-03-19 05:59:59.999,78376570.46290,543,598.447,39875320.04840,0,68215.5845,34.43115065653065,Hold,0.0,0.0
2024-03-19 06:00:00,65582.10,66687.90,65581.80,66381.7,1115.654,2024-03-19 06:14:59.999,73745965.94050,478,560.428,37268604.86940,0,68198.58,32.59402335597879,Hold,0.0,0.0
2024-03-19 06:15:00,66381.70,66999.60,65581.80,66404.8,1179.281,2024-03-19 06:29:59.999,78025677.41680,638,581.872,38740467.14600,0,68192.6,31.40152285410865,Hold,0.0,0.0
2024-03-19 06:30:00,65581.90,66999.60,65581.80,65581.8,1411.454,2024-03-19 06:44:59.999,93471435.54830,929,719.823,47952075.16080,0,68182.5025,26.479946651424143,Hold,0.0,0.0
2024-03-19 06:45:00,66403.00,66954.00,65510.00,66679.2,1118.828,2024-03-19 06:59:59.999,73769797.01480,655,480.753,31857529.24210,0,68177.893,42.90051055609216,Hold,0.0,0.0
2024-03-19 07:00:00,66954.00,66999.60,62584.10,63661.0,1961.553,2024-03-19 07:14:59.999,128042990.86560,1644,526.322,34637512.63720,0,68158.539,34.008805753821676,Hold,0.0,0.0
2024-03-19 07:15:00,64209.60,66299.00,63661.00,65032.8,1337.679,2024-03-19 07:29:59.999,86248459.66720,830,589.593,38287411.61750,0,68145.703,43.58488801608457,Hold,0.0,0.0
2024-03-19 07:30:00,65032.80,66300.00,63665.10,63665.1,1017.574,2024-03-19 07:44:59.999,66076208.21860,566,510.942,33470425.24340,0,68120.0285,38.07530098951254,Hold,0.0,0.0
2024-03-19 07:45:00,63665.10,66300.00,63665.10,64284.6,1087.221,2024-03-19 07:59:59.999,70748142.79560,546,590.692,38651823.22510,0,68103.45150000001,39.36991341558518,Hold,0.0,0.0
2024-03-19 08:00:00,64413.00,66250.00,64102.40,65448.6,1446.620,2024-03-19 08:14:59.999,94384963.04910,579,764.180,50134858.18820,0,68092.68400000001,45.71579626509909,Hold,0.0,0.0
2024-03-19 08:15:00,64672.50,66000.00,63960.00,64285.0,1472.063,2024-03-19 08:29:59.999,95667512.03270,557,723.627,47316164.84850,0,68076.094,38.43038622218433,Hold,0.0,0.0
2024-03-19 08:30:00,65060.50,65448.60,63896.20,64500.0,1130.877,2024-03-19 08:44:59.999,72793588.19220,450,451.026,29251599.62920,0,68055.6195,41.6086627077129,Hold,0.0,0.0
2024-03-19 08:45:00,64500.00,64900.00,63662.00,64900.0,1844.573,2024-03-19 08:59:59.999,117982473.89850,654,490.209,31611507.44470,0,68042.6145,43.59648674871061,Hold,0.0,0.0
2024-03-19 09:00:00,63898.00,65241.40,63000.00,63508.4,1280.152,2024-03-19 09:14:59.999,82081419.31640,901,524.679,33882631.56830,0,68025.156,38.97986515896327,Hold,0.0,0.0
2024-03-19 09:15:00,64283.00,66000.00,63508.40,64284.5,1088.540,2024-03-19 09:29:59.999,70874453.04740,465,594.563,38868498.34640,0,68007.084,43.173018510250536,Hold,0.0,0.0
2024-03-19 09:30:00,64284.50,65999.90,63000.00,64672.5,1400.802,2024-03-19 09:44:59.999,90540883.51250,610,775.168,50384606.80390,0,67992.2545,43.81576090889356,Hold,0.0,0.0
2024-03-19 09:45:00,64672.50,65800.00,63800.50,65060.6,1381.545,2024-03-19 09:59:59.999,89575955.66220,465,559.422,36550519.18750,0,67978.1085,45.261562323745046,Hold,0.0,0.0
2024-03-19 10:00:00,65060.60,66300.00,64672.50,65536.0,1875.951,2024-03-19 10:14:59.999,123713686.61900,387,1327.157,87663833.41660,0,67966.3445,49.834494521696385,Hold,0.0,0.0
2024-03-19 10:15:00,66224.60,66300.00,64100.00,64102.4,1292.228,2024-03-19 10:29:59.999,84010649.75760,456,585.216,38259284.70080,0,67952.289,40.90921919760667,Hold,0.0,0.0
2024-03-19 10:30:00,64672.50,65999.90,64102.40,64672.5,1518.733,2024-03-19 10:44:59.999,98933778.38430,531,851.471,55815628.47210,0,67941.0785,54.31361678536398,Hold,0.0,0.0
2024-03-19 10:45:00,64672.50,65835.00,64102.80,64284.5,1664.524,2024-03-19 10:59:59.999,107647845.94510,644,720.881,46960216.05220,0,67918.989,46.51652126956342,Hold,0.0,0.0
2024-03-19 11:00:00,64284.50,65060.40,62800.00,62800.5,2599.584,2024-03-19 11:14:59.999,166482196.43990,561,799.120,51682797.81290,0,67893.49100000001,46.01823708206687,Hold,0.0,0.0
2024-03-19 11:15:00,64284.50,64999.70,63000.10,63120.4,1182.974,2024-03-19 11:29:59.999,75389629.88820,592,547.004,35083618.35720,0,67864.49350000001,44.48633186201149,Hold,0.0,0.0
2024-03-19 11:30:00,63141.00,64783.60,63000.50,63120.4,877.985,2024-03-19 11:44:59.999,55914105.32930,381,469.943,30090307.39890,0,67844.0515,37.60725615857944,Hold,0.0,0.0
2024-03-19 11:45:00,63896.40,64219.90,63085.00,63300.0,1250.818,2024-03-19 11:59:59.999,79675811.85640,449,643.919,41278211.23050,0,67824.776,44.143458510714204,Hold,0.0,0.0
2024-03-19 12:00:00,63520.00,65600.00,63200.00,65600.0,1884.779,2024-03-19 12:14:59.999,122336934.08350,446,921.796,59938169.42500,0,67812.55399999999,55.24089037963104,Hold,0.0,0.0
2024-03-19 12:15:00,65100.00,65600.00,64300.00,65597.0,1076.871,2024-03-19 12:29:59.999,70016342.39680,498,551.626,36086441.42620,0,67804.7655,53.45138352447165,Hold,0.0,0.0
2024-03-19 12:30:00,65597.00,66034.00,64301.30,65700.0,1408.378,2024-03-19 12:44:59.999,91831695.52360,448,909.555,59559196.26980,0,67797.465,62.43983289437834,Hold,0.0,0.0
2024-03-19 12:45:00,65700.00,66969.60,64305.40,65448.6,1250.943,2024-03-19 12:59:59.999,82367991.25990,706,703.314,46546963.93050,0,67784.209,57.026110259412604,Hold,0.0,0.0
2024-03-19 13:00:00,64672.50,66969.40,64333.00,65060.5,915.366,2024-03-19 13:14:59.999,59868858.01970,641,453.482,29802212.76970,0,67773.1045,52.34180729581613,Hold,0.0,0.0
2024-03-19 13:15:00,64350.00,66969.40,64305.40,65448.6,1342.629,2024-03-19 13:29:59.999,88015545.58720,647,682.203,45043928.55780,0,67760.349,52.34180729581613,Hold,0.0,0.0
2024-03-19 13:30:00,66000.00,66969.30,64308.10,65060.5,1185.012,2024-03-19 13:44:59.999,77726608.50350,643,594.500,39220225.22800,0,67749.6515,47.09951323061157,Hold,0.0,0.0
2024-03-19 13:45:00,65060.50,66968.90,64308.60,66612.7,1165.279,2024-03-19 13:59:59.999,76696550.15960,697,645.403,42685439.56650,0,67741.265,65.09410137694665,Hold,0.0,0.0
2024-03-19 14:00:00,66612.70,66968.20,64330.00,64350.0,1128.927,2024-03-19 14:14:59.999,74082787.31170,690,514.405,34043415.14710,0,67726.7035,48.38880506789501,Hold,0.0,0.0
2024-03-19 14:15:00,65060.50,66967.00,64330.00,65060.5,1621.563,2024-03-19 14:29:59.999,105910387.46830,706,785.210,51619375.22850,0,67716.1905,53.75583218786905,Hold,0.0,0.0
2024-03-19 14:30:00,65060.50,66692.00,63100.00,65836.6,1451.337,2024-03-19 14:44:59.999,94154768.74050,858,493.103,32332372.71840,0,67709.538,65.77571783387202,Hold,0.0,0.0
2024-03-19 14:45:00,65836.50,66224.10,63896.40,64672.5,913.229,2024-03-19 14:59:59.999,59447921.40420,857,472.853,30942132.72390,0,67690.4005,57.414325158356334,Hold,0.0,0.0
2024-03-19 15:00:00,64672.50,66224.30,63285.00,64666.9,1476.666,2024-03-19 15:14:59.999,95523163.28120,947,732.602,47691176.62470,0,67671.735,57.38362377655765,Hold,0.0,0.0
2024-03-19 15:15:00,64660.00,66224.30,63131.20,64672.5,865.830,2024-03-19 15:29:59.999,55631389.89520,668,448.523,28979983.95970,0,67657.978,56.66359178521144,Hold,0.0,0.0
2024-03-19 15:30:00,64672.50,66200.00,63402.10,66200.0,1227.901,2024-03-19 15:44:59.999,80157229.11880,803,697.200,45741151.07600,0,67651.973,53.14927566659668,Hold,0.0,0.0
2024-03-19 15:45:00,65448.60,66299.90,65100.00,65448.6,1158.065,2024-03-19 15:59:59.999,76226037.52570,468,542.919,35909505.84770,0,67637.866,49.277816709491546,Hold,0.0,0.0
2024-03-19 16:00:00,65850.00,66289.90,65200.00,65448.6,868.176,2024-03-19 16:14:59.999,57216984.91290,355,484.460,32056708.11090,0,67624.09550000001,48.764181921859326,Hold,0.0,0.0
