Open_time,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Ignore,label,Signals,TP/SP_values,Profit_per_Coin,Profit/Loss_Investment,Profit/Loss_Investment_and_fees
2024-04-14 02:30:00,66455.70,66948.00,66304.00,66320.0,120.703,1713062699999,8051795.85460,1279,72.630,4860884.20640,0,0,2.0,64300.0,2020.0,15.2291917973462,15.223100120627262
2024-04-14 03:00:00,66591.30,66950.00,66087.00,66455.8,350.75,1713064499999,23400241.76980,930,246.183,16472702.75540,0,2,1.0,65611.4,-844.4000000000087,-6.353094838975745,-6.355636076911336
2024-04-14 03:15:00,66224.60,66950.00,66081.30,66886.6,72.453,1713065399999,4819435.52140,950,45.541,3035033.02950,0,2,1.0,65611.4,-1275.2000000000116,-9.53255211058726,-9.536365131431495
2024-04-14 08:00:00,66676.80,66949.90,66620.00,66686.2,54.84,1713082499999,3665042.00890,295,38.549,2578220.23090,0,2,2.0,64300.0,2386.199999999997,17.891257861446576,17.884101358301997
2024-04-14 08:45:00,66609.30,66930.00,66609.10,66609.1,87.301,1713085199999,5815253.33450,135,41.152,2741309.95720,0,2,2.0,64300.0,2309.100000000006,17.33321723308081,17.326283946187576
2024-04-14 09:00:00,66927.90,66950.00,66609.10,66942.0,92.371,1713086099999,6181687.36960,196,58.343,3905548.23710,0,2,2.0,64300.0,2642.0,19.733500642347106,19.725607242090167
2024-04-14 09:15:00,66942.00,66950.00,65900.00,65900.0,1083.856,1713086999999,72112977.40890,335,46.301,3089318.17930,0,2,1.0,64300.0,-1600.0,-12.139605462822459,-12.144461305007589
2024-04-14 09:30:00,65900.10,66600.00,65900.00,66599.0,84.876,1713087899999,5633645.66810,319,50.467,3359958.20610,0,2,2.0,64300.0,2299.0,17.26001891920299,17.25311491163531
2024-04-14 10:00:00,66695.00,66950.00,66000.70,66332.6,233.294,1713089699999,15572180.64140,256,199.823,13358507.74310,0,2,2.0,64300.0,2032.6000000000058,15.32127490856687,15.315146398603444
2024-04-14 11:30:00,66110.20,66499.80,66110.00,66112.0,73.713,1713095099999,4881407.32150,365,25.984,1725668.58280,0,2,2.0,66800.0,-688.0,-5.203291384317522,-5.205372700871249
2024-04-14 12:00:00,66699.80,66700.00,66110.00,66499.6,47.251,1713096899999,3135912.48890,220,24.686,1643452.99270,0,2,2.0,64300.0,2199.600000000006,16.538445344032187,16.531829965894573
2024-04-14 12:30:00,66380.20,66950.00,66110.00,66800.0,66.278,1713098699999,4412728.22040,398,43.944,2934041.51660,0,2,2.0,64300.0,2500.0,18.7125748502994,18.70508982035928
2024-04-14 13:45:00,66487.00,66680.80,66100.20,66167.3,80.327,1713103199999,5335779.26650,310,45.829,3054169.18270,0,2,2.0,64300.0,1867.300000000003,14.110444282901092,14.104800105187932
2024-04-14 14:00:00,66167.30,66680.80,66100.10,66677.1,55.329,1713104099999,3675860.70160,274,30.618,2040673.02090,0,2,2.0,64300.0,2377.100000000006,17.82546031546067,17.818330131334488
2024-04-14 14:30:00,66642.90,66677.90,66169.80,66677.8,82.838,1713105899999,5492695.00600,317,45.511,3022124.62450,0,2,2.0,64300.0,2377.800000000003,17.830522302775456,17.823390093854346
2024-04-14 14:45:00,66666.00,66677.80,66168.40,66665.0,116.552,1713106799999,7723808.51020,346,53.667,3561638.81900,0,2,2.0,64300.0,2365.0,17.737943448586215,17.73084827120678
2024-04-14 15:45:00,66646.80,66660.00,66105.00,66168.4,85.526,1713110399999,5686634.53940,255,62.006,4129299.61690,0,2,2.0,64300.0,1868.3999999999942,14.118521832173624,14.112874423440754
2024-04-14 16:15:00,66654.10,66659.00,66100.80,66658.0,132.247,1713112199999,8782395.32500,359,84.144,5600132.92090,0,2,2.0,64300.0,2358.0,17.687299348915356,17.68022442917579
2024-04-14 16:30:00,66658.00,66659.40,66109.00,66111.1,152.028,1713113099999,10093024.54830,421,75.404,5022860.96770,0,2,2.0,64300.0,1811.1000000000058,13.69739726006681,13.691918301162783
2024-04-14 17:15:00,66111.00,66557.00,66109.00,66109.5,189.868,1713115799999,12574873.71640,371,55.567,3695962.63770,0,2,2.0,64300.0,1809.5,13.685627632942316,13.680153381889138
2024-04-14 17:45:00,64298.00,64504.70,63200.00,64504.7,100.289,1713117599999,6415230.02050,571,49.107,3158801.65340,0,0,1.0,63800.0,-704.6999999999971,-5.462392662860203,-5.464577619925347
2024-04-14 18:45:00,64813.00,64949.90,64000.00,64926.9,168.893,1713121199999,10891837.53210,634,83.960,5446454.75450,0,1,1.0,64077.0,-849.9000000000015,-6.545052974961083,-6.547670996151067
2024-04-14 20:15:00,64100.00,65200.00,64003.00,64835.6,175.232,1713126599999,11331548.26040,338,123.751,8026990.63420,0,1,1.0,64186.2,-649.4000000000015,-5.0080511324025805,-5.0100543528555415
2024-04-14 21:00:00,64002.20,65356.10,64000.00,64937.9,1042.416,1713129299999,67292419.42340,491,432.456,28120048.67770,0,1,1.0,67199.9,2261.9999999999927,17.416639589515466,17.40967293367966
2024-04-14 21:15:00,64501.00,65355.00,64501.00,65249.9,114.006,1713130199999,7435422.30970,281,102.143,6665050.64580,0,1,1.0,67199.9,1949.9999999999927,14.942551636094406,14.936574615439968
2024-04-14 23:00:00,65477.70,65480.00,65005.50,65479.5,404.593,1713136499999,26455494.49990,112,324.277,21233604.60450,0,1,1.0,67199.9,1720.3999999999942,13.136935987599129,13.13168121320409
2024-04-14 23:30:00,65009.30,65479.80,65009.10,65475.0,24.672,1713138299999,1613574.77500,139,20.316,1329846.07000,0,1,1.0,67199.9,1724.8999999999942,13.172203130965974,13.166934249713588
2024-04-15 00:30:00,65479.50,65480.00,65150.20,65480.0,269.79,1713141899999,17660027.47420,160,238.767,15634450.99440,0,1,1.0,67199.9,1719.8999999999942,13.133017715332882,13.127764508246749
2024-04-15 01:30:00,65479.80,65479.90,65479.80,65479.9,30.921,1713145499999,2024702.63960,84,17.438,1141838.49620,0,1,1.0,67199.9,1719.9999999999927,13.133801364998973,13.128547844452974
2024-04-15 03:00:00,65155.10,65659.00,65154.90,65326.6,58.47,1713150899999,3826487.86100,244,31.021,2036500.22070,0,1,1.0,67199.9,1873.2999999999956,14.337957279270585,14.332222096358876
2024-04-15 03:15:00,65326.70,65888.00,65154.90,65350.1,721.672,1713151799999,47390710.38330,218,702.210,46121506.28170,0,1,1.0,67199.9,1849.7999999999956,14.153000530986148,14.147339330773754
2024-04-15 07:00:00,66446.90,67130.00,66000.20,66407.6,54.907,1713165299999,3667597.37250,271,14.182,949346.63130,0,0,2.0,64976.1,1431.5000000000073,10.778133828055878,10.773822574524656
2024-04-15 07:45:00,66600.00,66699.90,66350.00,66699.9,41.695,1713167999999,2778582.98690,153,28.201,1880788.69200,0,2,2.0,65350.1,1349.7999999999956,10.118455949709038,10.114408567329153
2024-04-15 08:15:00,66068.20,66700.00,66068.20,66500.0,75.072,1713169799999,4994331.72960,330,48.242,3217528.25140,0,2,2.0,64976.1,1523.9000000000015,11.457894736842116,11.453311578947378
2024-04-15 08:45:00,66445.30,66799.00,66081.00,66798.0,58.641,1713171599999,3903096.63520,362,35.715,2383680.75590,0,2,2.0,65350.1,1447.9000000000015,10.837899338303552,10.833564178568231
2024-04-15 09:00:00,66798.00,66799.00,66068.30,66740.0,295.2,1713172499999,19532485.11610,337,33.088,2207082.92840,0,2,2.0,65350.1,1389.9000000000015,10.41279592448308,10.408630806113287
2024-04-15 09:15:00,66138.20,66742.80,66100.00,66739.5,73.343,1713173399999,4869977.71380,263,42.933,2857647.80650,0,2,2.0,65350.1,1389.4000000000015,10.409128027629825,10.404964376418773
2024-04-15 09:30:00,66448.20,66740.00,66333.10,66333.8,63.714,1713174299999,4243224.21500,203,38.580,2574402.62660,0,2,2.0,64976.1,1357.7000000000044,10.233847601072187,10.229754062031757
2024-04-15 10:15:00,66120.00,66698.90,66002.00,66698.8,59.843,1713176999999,3971322.09140,293,30.484,2029747.80110,0,2,2.0,65350.1,1348.7000000000044,10.11037679838321,10.106332647663857
2024-04-15 10:45:00,66665.90,66699.90,66100.10,66699.0,98.884,1713178799999,6586311.48420,328,70.469,4699856.71290,0,2,2.0,65350.1,1348.9000000000015,10.111845754808929,10.107801016507006
2024-04-15 11:00:00,66300.60,66699.90,66100.10,66105.7,98.974,1713179699999,6555984.95650,244,29.634,1971288.94660,0,2,2.0,63560.3,2545.399999999994,19.252500162618308,19.24479916255326
2024-04-15 11:45:00,66699.80,66699.80,66100.00,66120.8,40.458,1713182399999,2688311.67060,218,26.806,1785305.69800,0,2,2.0,63560.3,2560.5,19.362288417563004,19.35454350219598
2024-04-15 12:30:00,66697.70,66698.00,66100.10,66698.0,39.269,1713185099999,2608428.08620,237,20.235,1349568.89330,0,2,2.0,65350.1,1347.9000000000015,10.104500884584256,10.100459084230422
2024-04-15 14:45:00,65729.70,65729.70,65350.10,65350.1,402.824,1713193199999,26430234.68130,333,262.219,17234840.93020,0,2,2.0,66353.8,-1003.7000000000044,-7.679406764488535,-7.6824785271943306
2024-04-15 15:15:00,65399.70,65729.70,65399.70,65729.7,87.594,1713194999999,5742191.51330,226,48.953,3213626.37540,0,2,2.0,63560.3,2169.399999999994,16.502433450936138,16.495832477555762
2024-04-15 16:30:00,66140.00,66356.00,65350.00,65443.5,874.544,1713199499999,57376781.01470,560,45.544,3016127.80210,0,2,2.0,66353.8,-910.3000000000029,-6.954854187199667,-6.957636128874547
2024-04-15 17:30:00,65999.70,66353.60,65350.10,65699.4,67.238,1713203099999,4425620.38130,437,31.852,2109785.28980,0,2,2.0,63560.3,2139.0999999999913,16.27944851855566,16.27293673914824
2024-04-15 18:00:00,64976.10,64976.10,63560.20,63560.3,802.883,1713204899999,51348850.55620,287,85.876,5499417.20950,0,1,2.0,64385.4,-825.0999999999985,-6.490686796632477,-6.493283071351129
2024-04-15 18:15:00,63560.20,63880.00,63100.00,63502.8,1358.225,1713205799999,85944694.74300,335,235.513,14884250.89590,0,1,1.0,62857.1,-645.7000000000044,-5.084027790900593,-5.086061402016953
2024-04-15 18:45:00,63492.30,64125.50,63492.00,63492.0,139.729,1713207599999,8904641.87420,278,72.875,4656568.09390,0,1,1.0,62857.0,-635.0,-5.000630000630001,-5.002630252630253
2024-04-15 21:15:00,63458.70,63458.70,62404.50,63071.4,84.488,1713216599999,5341857.22200,295,54.762,3474184.82650,0,1,2.0,63953.6,-882.1999999999971,-6.993661152281359,-6.996458616742272
2024-04-15 21:30:00,63399.90,63399.90,62404.50,62500.0,338.23,1713217499999,21183980.32890,120,24.825,1567821.53040,0,1,1.0,63953.6,1453.5999999999985,11.62879999999999,11.62414847999999
2024-04-15 22:15:00,64385.40,65533.30,62800.00,64385.4,90.151,1713220199999,5880820.62130,441,81.323,5314992.63730,0,2,1.0,62743.0,-1642.4000000000015,-12.754444330546997,-12.759546108279215
2024-04-15 23:30:00,64385.20,65367.00,63707.70,64400.0,81.448,1713224699999,5247143.19210,798,22.448,1461040.63090,0,2,1.0,63750.1,-649.9000000000015,-5.0458074534161605,-5.047825776397527
2024-04-16 00:30:00,65358.70,65358.70,63800.00,64014.6,370.148,1713228299999,24126740.15310,182,13.575,883648.77840,0,2,2.0,64800.0,-785.4000000000015,-6.134538058505415,-6.136991873728817
2024-04-16 01:15:00,63858.40,63858.40,63750.10,63750.1,106.696,1713230999999,6804692.63750,67,25.967,1658160.56920,0,2,2.0,64400.0,-649.9000000000015,-5.0972469062793735,-5.099285805041886
2024-04-16 01:30:00,63800.00,64400.00,63750.10,63858.2,138.643,1713231899999,8855667.03310,184,118.276,7556551.12350,0,2,2.0,65000.0,-1141.800000000003,-8.940120454381763,-8.943696502563515
2024-04-16 02:15:00,63790.00,64399.80,63790.00,63974.3,60.487,1713234599999,3874596.64230,189,24.200,1558125.89660,0,2,2.0,65000.0,-1025.699999999997,-8.016500375932187,-8.01970697608256
2024-04-16 04:30:00,62517.20,63500.00,62233.30,63217.5,139.652,1713242699999,8754632.87780,487,26.878,1704408.60860,0,0,1.0,62400.0,-817.5,-6.465772926800333,-6.468359235971053
2024-04-16 09:15:00,63351.70,64667.00,63351.70,64089.8,170.507,1713259799999,10899414.94170,1038,109.052,6994602.52400,0,2,2.0,62650.0,1439.800000000003,11.232676650574684,11.228183579914454
2024-04-16 10:00:00,63799.20,64667.00,63362.00,63724.1,57.907,1713262499999,3716386.86920,643,29.595,1909268.96830,0,2,2.0,62083.1,1641.0,12.875819352489875,12.87066902474888
2024-04-16 10:15:00,63362.20,64667.00,62163.90,63638.1,1050.915,1713263399999,66426028.67520,1428,185.853,11908757.81280,0,2,1.0,62841.2,-796.9000000000015,-6.261186301916631,-6.2636907764373975
2024-04-16 10:45:00,63267.60,63989.80,62641.20,62841.2,77.296,1713265199999,4889808.18900,832,34.433,2196378.30750,0,0,2.0,63980.0,-1138.800000000003,-9.060934546125814,-9.064558919944265
2024-04-16 11:00:00,63267.60,63989.80,62641.20,63311.5,86.444,1713266099999,5470400.63600,611,47.195,3004583.54940,0,2,2.0,63980.0,-668.5,-5.279451600420145,-5.281563381060312
2024-04-16 11:15:00,63580.00,63980.00,62650.40,63980.0,91.848,1713266999999,5810564.20340,699,40.803,2602391.59770,0,2,2.0,62650.0,1330.0,10.393873085339168,10.389715536105033
2024-04-16 11:30:00,63580.80,63980.00,62641.20,62650.0,98.985,1713267899999,6265043.16730,975,47.475,3030692.77520,0,0,2.0,63750.0,-1100.0,-8.778930566640064,-8.78244213886672
2024-04-16 12:00:00,63722.00,63900.00,63000.00,63825.1,95.341,1713269699999,6083108.01650,275,51.586,3295217.44850,0,2,2.0,62083.1,1742.0,13.646668787044595,13.641210119529777
2024-04-16 12:30:00,63174.30,63899.60,63098.40,63265.1,68.204,1713271499999,4328050.70160,532,34.867,2221199.27280,0,0,2.0,63900.0,-634.9000000000015,-5.017774412748905,-5.019781522514005
2024-04-16 12:45:00,63272.00,63899.60,63015.90,63580.8,167.545,1713272399999,10640946.55000,428,92.938,5923502.37460,0,2,2.0,62083.1,1497.7000000000044,11.77792666968648,11.773215499018605
2024-04-16 13:15:00,63200.00,63580.60,62500.40,62759.2,96.577,1713274199999,6085824.57480,558,55.583,3507594.35180,0,0,2.0,63497.7,-738.5,-5.883599536004284,-5.885952975818686
2024-04-16 15:00:00,63267.50,63580.50,62300.00,63267.6,458.034,1713280499999,28835941.50670,496,228.311,14510290.04040,0,2,1.0,62083.1,-1184.5,-9.361031554855881,-9.364775967477824
2024-04-16 15:15:00,63267.60,63580.40,62437.90,62871.3,102.06,1713281399999,6468144.04530,402,83.650,5310268.83130,0,0,2.0,63642.2,-770.8999999999942,-6.130778272439047,-6.1332305837480225
2024-04-16 16:30:00,62104.00,62641.20,61950.00,62000.2,313.507,1713285899999,19586307.03740,268,222.250,13913298.88070,0,1,1.0,63297.0,1296.800000000003,10.458030780545892,10.453847568233673
2024-04-16 17:30:00,63140.00,63140.00,62000.10,62000.1,981.61,1713289499999,60940032.44660,583,50.742,3188353.54160,0,1,1.0,63297.0,1296.9000000000015,10.458854098622433,10.454670556982984
2024-04-16 18:00:00,62400.00,62800.00,62000.20,62775.6,137.097,1713291299999,8566472.13910,1416,66.185,4144839.24090,0,0,1.0,62100.0,-675.5999999999985,-5.381071626555529,-5.383224055206151
2024-04-16 23:15:00,63182.50,63650.00,62752.90,63650.0,91.604,1713310199999,5787303.00460,198,35.935,2284608.49790,0,0,1.0,62865.6,-784.4000000000015,-6.161822466614308,-6.164287195600954
2024-04-17 01:15:00,63182.70,63900.00,63032.30,63500.0,340.611,1713317399999,21694688.87390,259,330.392,21048499.38870,0,0,1.0,62617.7,-882.3000000000029,-6.9472440944882115,-6.950022992126007
2024-04-17 02:15:00,63358.00,63900.00,63094.00,63900.0,79.464,1713320999999,5056939.66660,271,34.991,2229968.48120,0,0,1.0,63101.1,-798.9000000000015,-6.2511737089201995,-6.2536741784037675
2024-04-17 02:45:00,63392.20,63900.00,63100.00,63899.9,80.703,1713322799999,5148924.26230,216,66.819,4268826.33740,0,0,1.0,63101.1,-798.8000000000029,-6.250401017841991,-6.252901178249128
2024-04-17 05:00:00,63499.80,63900.00,63101.10,63898.0,83.112,1713330899999,5281476.81420,376,48.489,3094313.25080,0,2,1.0,63182.5,-715.5,-5.598766784562897,-5.601006291276722
2024-04-17 05:15:00,63817.30,64600.00,63110.00,64600.0,626.086,1713331799999,40155112.07700,451,456.783,29308030.21470,0,2,2.0,63182.5,1417.5,10.971362229102168,10.966973684210526
2024-04-17 07:15:00,64130.00,64680.00,64000.00,64639.5,56.511,1713338999999,3648225.42700,163,15.734,1017334.38920,0,2,2.0,63182.5,1457.0,11.270198562798289,11.26569048337317
2024-04-17 07:30:00,64639.50,64679.90,63999.90,64000.0,220.777,1713339899999,14218759.37710,245,65.717,4235424.01330,0,2,2.0,62617.7,1382.300000000003,10.799218750000023,10.794899062500022
2024-04-17 08:15:00,64064.10,64100.00,63827.10,64098.8,41.361,1713342599999,2646309.88380,226,18.305,1172860.52710,0,2,2.0,62617.7,1481.1000000000058,11.553258407333724,11.54863710397079
2024-04-17 08:30:00,64098.70,64098.80,63827.00,64098.8,30.388,1713343499999,1943538.70430,241,12.950,829949.99800,0,2,2.0,62617.7,1481.1000000000058,11.553258407333724,11.54863710397079
2024-04-17 09:00:00,63800.00,63800.00,63500.00,63754.1,53.774,1713345299999,3423793.56650,253,31.761,2025077.40240,0,2,2.0,62050.0,1704.0999999999985,13.364630666890433,13.359284814623676
2024-04-17 09:15:00,63800.00,63800.00,62620.00,63455.0,54.61,1713346199999,3464912.89840,407,25.072,1593769.94650,0,2,2.0,62050.0,1405.0,11.070837601449846,11.066409266409266
2024-04-17 10:30:00,63221.20,63998.00,63200.00,63499.8,84.383,1713350699999,5370524.67750,304,37.904,2420599.14360,0,2,2.0,62050.0,1449.800000000003,11.41578398672124,11.41121767312655
2024-04-17 11:30:00,63182.70,63856.00,63100.00,63800.0,197.993,1713354299999,12547765.81170,519,67.405,4298775.62890,0,2,2.0,62050.0,1750.0,13.714733542319747,13.709247648902819
2024-04-17 19:15:00,61805.20,62000.00,61800.00,61800.0,71.062,1713382199999,4398842.53780,1159,36.543,2265110.81780,0,0,1.0,60970.1,-829.9000000000015,-6.714401294498393,-6.717087055016193
2024-04-17 20:30:00,61684.80,61685.00,61504.80,61580.0,11.261,1713386699999,693692.58650,91,7.468,460167.62730,0,1,1.0,62998.0,1418.0,11.513478402078597,11.508873010717766
2024-04-18 00:30:00,62386.20,62420.00,61581.00,61842.9,29.47,1713401099999,1827335.26690,172,21.694,1344352.66710,0,0,2.0,62599.7,-756.7999999999956,-6.118729878450037,-6.121177370401417
2024-04-18 02:15:00,61791.20,62379.80,61575.00,61825.5,42.228,1713407399999,2616681.20130,275,23.564,1467190.12070,0,0,2.0,62599.7,-774.1999999999971,-6.261170552603675,-6.263675020824716
2024-04-18 05:00:00,62386.50,62998.00,62130.30,62130.3,34.743,1713417299999,2172559.56250,235,15.490,975353.13740,0,0,2.0,62998.0,-867.6999999999971,-6.982905281320042,-6.98569844343257
2024-04-18 06:00:00,62386.50,62998.00,61001.00,61666.6,2009.269,1713420899999,123574599.14480,376,491.800,30218855.51620,0,1,1.0,60970.1,-696.5,-5.647303402490166,-5.649562323851161
2024-04-18 06:30:00,61759.30,61987.90,61197.00,61864.3,134.951,1713422699999,8330867.72600,391,82.996,5142904.26660,0,1,1.0,60970.1,-894.2000000000044,-7.227108364598035,-7.229999207943874
2024-04-18 06:45:00,61937.50,61987.90,61366.00,61500.0,68.797,1713423599999,4244877.71450,320,32.366,2005518.55220,0,1,1.0,62942.4,1442.4000000000015,11.726829268292695,11.722138536585378
2024-04-18 07:45:00,60970.10,61445.80,60801.00,61430.7,61.093,1713427199999,3739676.69150,444,31.432,1929054.32050,0,1,1.0,62942.4,1511.7000000000044,12.304108532053228,12.299186888640406
2024-04-18 08:00:00,61440.50,61440.70,61000.00,61440.4,102.872,1713428099999,6288111.27980,325,34.159,2095752.57860,0,1,1.0,62942.4,1502.0,12.223227713361242,12.218338422275897
2024-04-18 08:15:00,61001.40,61440.70,61000.20,61440.7,39.291,1713428999999,2409352.97210,290,26.633,1636140.00400,0,1,1.0,62942.4,1501.7000000000044,12.220726651877374,12.215838361216623
2024-04-18 08:45:00,61607.90,61668.10,61200.00,61664.6,82.425,1713430799999,5076416.04830,279,55.925,3448534.99550,0,1,1.0,62942.4,1277.800000000003,10.360887770292866,10.356743415184749
